Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,pageranks,Authority,Hub,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality
@vminuz,@vminuz,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@jtmyd,@jtmyd,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@bbjranter,@bbjranter,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@elangeorgemusic,@elangeorgemusic,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@allknowing67,@allknowing67,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@alexriedel10,@alexriedel10,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@dendrocacaliaus,@dendrocacaliaus,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@opprime_tv,@opprime_tv,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@lostcoastfilms,@lostcoastfilms,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@vivmilano,@vivmilano,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@younglithippy,@younglithippy,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@mustafazaki14,@mustafazaki14,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@pauladdiemusic,@pauladdiemusic,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@kimberl46149999,@kimberl46149999,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@reviewmidnight,@reviewmidnight,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@ozeel_official,@ozeel_official,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@crazy4rossdale,@crazy4rossdale,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@rollsroycecars,@rollsroycecars,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@justinbieber,@justinbieber,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@bettyboo2916,@bettyboo2916,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@jmlpyt,@jmlpyt,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@simontourcom,@simontourcom,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@jack,@jack,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@bugatti,@bugatti,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@roseleomusk,@roseleomusk,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@rosannafreedom1,@rosannafreedom1,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@gummbyman32,@gummbyman32,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@sethrogen,@sethrogen,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@noizserv,@noizserv,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@old,@old,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@primevideo,@primevideo,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@madonna,@madonna,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@harrypetsanis,@harrypetsanis,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@jetsettersfiyin,@jetsettersfiyin,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@redbull,@redbull,<[2020-09-26T15:51:49.662Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000692,0.001824,0,24,0,0,0,0
@steezybruhh2770,@steezybruhh2770,<[2020-09-26T15:51:51.837Z]>,User,,,,,,,Sun Aug 04 20:45:00 CDT 2019,,,,🃏,,http://pbs.twimg.com/profile_images/1291727222185713665/9ouFAZ0A_bigger.jpg,20,0,El Dorito,"Los Angeles, CA",,,,0,4,4,0,4,4,0.000678,0,0.04224,22,2,0.75,0.833333,0
@reyhl84,@reyhl84,<[2020-09-26T15:51:51.837Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000823,0.001741,0,22,0,0,0,0
@jeremygreenlee,@jeremygreenlee,"<[2020-09-26T15:51:52.404Z, 2020-09-26T15:52:39.936Z]>",User,,,,,,,Wed Nov 09 08:42:44 CST 2011,,,,"Pursuing a future with clean, renewable energy and justice for the vulnerable and marginalized. ❌ #blacklivesmatter",,http://pbs.twimg.com/profile_images/1217108381460246530/GFqfU7v1_bigger.jpg,934,2229,Jeremy Greenlee,"Fort Wayne, IN",,,,1,3,4,1,3,4,0.000948,0.001692,0.041058,25,2,0.666667,0.75,0
@sendmcjak,@sendmcjak,"<[2020-09-26T15:51:52.404Z, 2020-09-26T15:52:39.936Z]>",User,,,,,,,Wed Apr 01 13:13:51 CDT 2015,,,,"Hero of the Internet, Notre Dame alum",,http://pbs.twimg.com/profile_images/689300384704106496/c6JpakAU_bigger.png,22,16,Timothy McJak,"Waxahachie, Texas",,,,1,3,4,1,3,4,0.000948,0.001692,0.041058,25,2,0.666667,0.75,0
@mobiledavidd,@mobiledavidd,"<[2020-09-26T15:51:52.404Z, 2020-09-26T15:52:39.936Z]>",User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.001217,0.003385,0,25,0,0,0,0
@fwxqfatih,@fwxqfatih,"<[2020-09-26T15:52:00.771Z, 2020-09-26T15:52:04.491Z]>",User,,,,,,,Mon Jan 06 15:20:51 CST 2014,,,,,,http://pbs.twimg.com/profile_images/939577487515901952/c_mUNotK_bigger.jpg,741,255,Fatih ARDIÇ,,,,,0,4,4,0,5,5,0.000678,0,0.088671,14,2,0.625,0.7,0
@melcherrybao,@melcherrybao,<[2020-09-26T15:52:01.423Z]>,User,,,,,,,Wed Aug 19 06:47:06 CDT 2020,,,,sb who doesn't find a bio.,,http://pbs.twimg.com/profile_images/1296449979301670913/C3WBS2xl_bigger.jpg,132,10,Melcherrybao,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@daphatroan,@daphatroan,<[2020-09-26T15:52:04.971Z]>,User,,,,,,,Sun Aug 21 21:01:04 CDT 2011,,,,"giants, niners, dubs",,http://pbs.twimg.com/profile_images/1058801143998951425/U2H-lejw_bigger.jpg,394,145,Roan Espino,sf,,,,0,4,4,0,5,5,0.000678,0,0.041128,1,2,0.642857,0.722222,0
@macwalby,@macwalby,<[2020-09-26T15:52:04.971Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000823,0.001695,0,1,0,0,0,0
@realusadefender,@realusadefender,<[2020-09-26T15:52:06.148Z]>,User,,,,,,,Thu Jan 23 14:15:53 CST 2014,,,,"Fight for USA 🇺🇸 We are one! Technology, science, space, future. ❤️Tesla Family ❤️",,http://pbs.twimg.com/profile_images/1306316560034746368/d8e5G7go_bigger.jpg,137,109,TotalBabe🚀,United States,,,,0,2,2,0,2,2,0.000678,0,0.040918,26,2,0.625,0.7,0
@darealwamos,@darealwamos,<[2020-09-26T15:52:06.148Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000967,0.001687,0,26,0,0,0,0
@oliviac14337638,@oliviac14337638,"<[2020-09-26T15:52:06.464Z, 2020-09-26T15:55:17.487Z]>",User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000866,0.003432,0,3,0,0,0,0
@777_aero,@777_aero,"<[2020-09-26T15:52:06.464Z, 2020-09-26T15:55:17.487Z]>",User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.000866,0.003432,0,3,0,0,0,0
@kenneth08475389,@kenneth08475389,<[2020-09-26T15:52:06.522Z]>,User,,,,,,,Sun Oct 20 15:49:55 CDT 2019,,,,,,http://pbs.twimg.com/profile_images/1304164103251013643/NaNDhUUC_bigger.jpg,41,9,Kenneth Gillis,,,,,0,2,2,0,2,2,0.000678,0,0.000289,10,3,0.428571,0.5,0
@just2e,@just2e,<[2020-09-26T15:52:13.024Z]>,User,,,,,,,Fri Aug 17 19:34:43 CDT 2018,,,,". * . * . 🌙 *  . *   🌌
☄. *     *  .  🌎*  .
.   *   💫 *   .    .   *.    
✨ *   . *   🌑  .  *     
*   .  * 🌕  .  *
🔭 ⚛🔋🚗🚀👩‍🚀👨‍🚀",,http://pbs.twimg.com/profile_images/1205656561240223744/Xq80SGgF_bigger.jpg,71,3,Just2Talk2Elon,"Mars, Universe",,,,0,2,2,0,2,2,0.000678,0,0.041135,22,2,0.625,0.7,0
@kristennetten,@kristennetten,"<[2020-09-26T15:52:13.024Z, 2020-09-26T15:52:39.116Z, 2020-09-26T15:55:37.842Z]>",User,,,,,,,Sun Apr 15 20:07:39 CDT 2018,,,,At the foot of the mountain .. though not verifiable Tesla/ SpaceX✨Clean Earth ✨🍀 Tesla is ♥️”Vigilante of love & voice for the voiceless” Third Row,,http://pbs.twimg.com/profile_images/1304924997899571200/YjvA_Bjg_bigger.jpg,3653,18113,K10✨✌️😘,"Pacific ⬆️⬅️ ",,,,4,1,5,4,1,5,0.001201,0.006937,0.040849,22,2,0.571429,0.625,0
@arjunraghurama,@arjunraghurama,<[2020-09-26T15:52:13.419Z]>,User,,,,,,,Fri May 10 11:55:03 CDT 2013,,,,"If you are here, then you know who I am!",,http://pbs.twimg.com/profile_images/831869211639177220/NqRYI6J0_bigger.jpg,93,45,Arjun Raghurama,"Kundapura, India",,,,0,2,2,0,2,2,0.000678,0,0.040918,27,2,0.625,0.7,0
@ipl,@ipl,<[2020-09-26T15:52:13.419Z]>,User,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0.000967,0.001687,0,27,0,0,0,0
@noahmur12388298,@noahmur12388298,<[2020-09-26T15:52:13.657Z]>,User,,,,,,,Fri Jun 21 20:43:41 CDT 2019,,,,Here for the trump supporters😩😂,,http://pbs.twimg.com/profile_images/1305515127882633216/prsHHRY7_bigger.jpg,15,2,Noah Murray,"Toronto, Ontario",,,,0,2,2,0,2,2,0.000678,0,0.040988,43,2,0.625,0.7,0
@lorentzd2,@lorentzd2,"<[2020-09-26T15:52:13.657Z, 2020-09-26T15:54:51.620Z]>",User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.001256,0.003379,0,43,0,0,0,0
@trollin_albundy,@trollin_albundy,<[2020-09-26T15:52:16.909Z]>,User,,,,,,,Sat Feb 22 03:56:44 CST 2014,,,,"Financial wizard, shoe aficionado, MAGA wannabe, father, husband, shit stirrer.",,http://pbs.twimg.com/profile_images/1295909839063810048/54v4xSjA_bigger.jpg,833,241,Al Bundy,"Chicago, IL",,,,0,2,2,0,2,2,0.000678,0,0.041058,13,2,0.625,0.7,0
@lautasalamone,@lautasalamone,<[2020-09-26T15:52:19.015Z]>,User,,,,,,,Fri Nov 02 20:09:20 CDT 2018,,,,,,http://pbs.twimg.com/profile_images/1190352003374944258/PvuoSYa__bigger.jpg,233,153,Lautaro,"Coruscant ",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@rainmaker1973,@rainmaker1973,<[2020-09-26T15:52:19.583Z]>,User,,,,,,,Wed Aug 11 02:13:13 CDT 2010,,,,"Astronomy, astronautics, meteorology, physics. @Coelum_news columnist. Engineer, trying to build the big picture of #science via pics, videos & links",,http://pbs.twimg.com/profile_images/914888589670043654/KVvwjcWA_bigger.jpg,289,183590,Massimo,"Italy, North by Northwest",,,,0,4,4,0,4,4,0.000678,0,0.000216,35,2,0.8,0.875,0
@andystechgarage,@andystechgarage,<[2020-09-26T15:52:19.583Z]>,User,,,,,,,Tue Aug 09 18:27:21 CDT 2016,,,,"Andy is young and passionate about #space, #robots & #science. A true #maker, focuses on his project & gets it done. Please like & share his posts. Thank you",,http://pbs.twimg.com/profile_images/962540569821097984/KEnyy7ff_bigger.jpg,1811,2132,AndysTechGarage,"New Jersey, USA",,,,2,2,4,2,2,4,0.000823,0.000018,0.000215,35,2,0.75,0.833333,0
@antsinafrica,@antsinafrica,<[2020-09-26T15:52:19.583Z]>,User,,,,,,,,,,,,,,,,,,,,,2,0,2,2,0,2,0.001174,0.000018,0,35,0,0,0,0
@davesmt,@davesmt,"<[2020-09-26T15:52:23.249Z, 2020-09-26T15:52:47.759Z]>",User,,,,,,,Tue Feb 24 21:19:49 CST 2009,,,,Create a Better World (with every choice we make). Imagine Big Goals and Create...,,http://pbs.twimg.com/profile_images/1308579549005844480/4uLVFJgQ_bigger.jpg,4520,1690,David,Utah (Montana Freedom),,,,0,4,4,0,8,8,0.000678,0,0.042534,22,2,0.833333,0.9,0
@celestial_6eing,@celestial_6eing,"<[2020-09-26T15:52:23.249Z, 2020-09-26T15:52:47.759Z]>",User,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,2,0.000823,0.001753,0,22,0,0,0,0
@bravenewcat,@bravenewcat,<[2020-09-26T15:52:23.667Z]>,User,,,,,,,Tue Sep 08 07:51:37 CDT 2020,,,,nada,,http://pbs.twimg.com/profile_images/1307186595171192832/yaKo6b03_bigger.jpg,44,4,Anna,Philippines,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@uzigram_ofcl,@uzigram_ofcl,<[2020-09-26T15:52:24.823Z]>,User,,,,,,,Thu Aug 16 14:39:36 CDT 2018,,,,UZIVIBES,,http://pbs.twimg.com/profile_images/1279875850297651201/QVX-sFZM_bigger.jpg,335,359,Uzi,,,,,0,3,3,0,3,3,0.000678,0,0.043201,22,2,0.666667,0.75,0
@iamraviutsav,@iamraviutsav,<[2020-09-26T15:52:26.451Z]>,User,,,,,,,Sun May 10 05:56:46 CDT 2015,,,,Witch Hunter 🗡️⚔️,,http://pbs.twimg.com/profile_images/1282424359936655360/NE-pHI2A_bigger.jpg,63,30,Ravi Utsav,"Kota, India",,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@juan_ventura1,@juan_ventura1,<[2020-09-26T15:52:28.127Z]>,User,,,,,,,Sun Aug 21 19:09:08 CDT 2016,,,,Living the life I deserve! Blessed,,http://pbs.twimg.com/profile_images/1270592128100511744/i_zqUxzp_bigger.jpg,244,195,Juan Ventura,"Hope, AR",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@country_honor,@country_honor,<[2020-09-26T15:52:28.147Z]>,User,,,,,,,Fri Dec 22 12:27:39 CST 2017,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,7,0,Honorandcountry,,,,,0,2,2,0,2,2,0.000678,0,0.041203,20,2,0.625,0.7,0
@ardaakrcc,@ardaakrcc,<[2020-09-26T15:52:28.945Z]>,User,,,,,,,Mon Apr 13 04:47:04 CDT 2020,,,,"Caz yapma skrm
İG:@ardaakrrca",,http://pbs.twimg.com/profile_images/1279528337019416578/Q1vJHsI2_bigger.jpg,10,9,Arda',,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@the_mjl,@the_mjl,<[2020-09-26T15:52:30.002Z]>,User,,,,,,,Sat Mar 28 20:00:11 CDT 2009,,,,Engineer. Musician. Wily Chaote.,,http://pbs.twimg.com/profile_images/1291941011032289281/fAPQKAD0_bigger.jpg,4968,1950,mjl (Quantum-Transformative Hermeneutician...),"salem, massachusetts",,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@rob__inet,@rob__inet,<[2020-09-26T15:52:30.672Z]>,User,,,,,,,Sun Nov 06 15:13:19 CST 2016,,,,Et si ma déficience n’étais plus une différence mais une réussite ?,,http://pbs.twimg.com/profile_images/1248326008790450179/foQkstXw_bigger.jpg,224,70,Beta,"Brazil,SouthAmerica",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@eulenegeronimo,@eulenegeronimo,<[2020-09-26T15:52:31.223Z]>,User,,,,,,,Thu Jan 26 09:25:28 CST 2017,,,,"non, je ne regrette rien",,http://pbs.twimg.com/profile_images/1273150649241415680/rg_XidjB_bigger.jpg,87,130,E.G.,ffh,,,,0,3,3,0,3,3,0.000678,0,0.041417,28,2,0.666667,0.75,0
@enrique90616742,@enrique90616742,"<[2020-09-26T15:52:32.001Z, 2020-09-26T15:52:59.297Z]>",User,,,,,,,Sat Sep 26 10:04:09 CDT 2020,,,,"Observar la vida y vivir lo mejor que se pueda, sin perder la orientacion de generar nuevas amistades. La felicidad, es el derecho, que no podemos renunciar.",,http://pbs.twimg.com/profile_images/1309871724960382977/4Sr-WMU7_bigger.jpg,29,0,ENRIQUE,,,,,0,1,1,0,2,2,0.000678,0,0.040849,14,2,0.571429,0.625,0
@pi3kun,@pi3kun,<[2020-09-26T15:52:33.169Z]>,User,,,,,,,Thu Sep 08 17:44:01 CDT 2011,,,,Self-Proclaimed: Cinephile • Pluviophile • Fulltime Dreamers • Parttime Gamers,,http://pbs.twimg.com/profile_images/1273151730998484992/8zppI2u8_bigger.jpg,345,259,Kang Ngelindur,"Parthenon, Acropolis",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@maevans_marie,@maevans_marie,<[2020-09-26T15:52:35.838Z]>,User,,,,,,,Wed Aug 26 14:31:52 CDT 2020,,,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,64,2,Anne-Marie,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@chrishuyta,@chrishuyta,<[2020-09-26T15:52:36.711Z]>,User,,,,,,,Sat Oct 20 22:04:14 CDT 2012,,,,learning new things everyday.,,http://pbs.twimg.com/profile_images/1082739208790241280/8NMv3wtD_bigger.jpg,234,76,christopher ta,,,,,0,2,2,0,2,2,0.000678,0,0.000289,10,3,0.428571,0.5,0
@gaabsgm,@gaabsgm,<[2020-09-26T15:52:37.456Z]>,User,,,,,,,Fri Nov 17 09:49:33 CST 2017,,,,insta: @_gamedeiros,,http://pbs.twimg.com/profile_images/1236388453820108801/X-PWuaIE_bigger.jpg,229,93,Gabi,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@angelofverdant,@angelofverdant,<[2020-09-26T15:52:39.116Z]>,User,,,,,,,Mon Jan 30 10:08:15 CST 2017,,,,IT Major | I Make YouTube Videos | Pixel Junky | DC& Marvel Fanatic | Android over iOS | Lover of @elonmusk,,http://pbs.twimg.com/profile_images/1284353779505205248/qPu7pCOf_bigger.jpg,516,582,AngelofVerdant,"Nairobi, Kenya",,,,0,3,3,0,3,3,0.000678,0,0.041421,22,2,0.625,0.7,0
@burner_best,@burner_best,<[2020-09-26T15:52:40.106Z]>,User,,,,,,,Sat Sep 26 10:30:44 CDT 2020,,,,Burner,,http://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,30,1,Burner Best,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@cougthunder,@cougthunder,<[2020-09-26T15:52:43.309Z]>,User,,,,,,,Sun Jan 06 02:10:55 CST 2013,,,,"A sports fan cheering BYU, the Utah Jazz, and Real Salt Lake. Trying to be a better person each day. Often sarcastic. Enthusiast of tasty food. Movie watcher.",,http://pbs.twimg.com/profile_images/1275247928630599681/f_xICbZc_bigger.jpg,638,600,Be kind to each other,,,,,0,3,3,0,3,3,0.000678,0,0.042591,4,2,0.666667,0.75,0
@shamoon41882896,@shamoon41882896,<[2020-09-26T15:52:44.663Z]>,User,,,,,,,Tue Sep 11 02:41:43 CDT 2018,,,,"malik ne har insaan ko insaan banaya , hamne hindu muslmaan banaya",,http://pbs.twimg.com/profile_images/1041558741865226241/DqeBA7Rf_bigger.jpg,974,561,Antimoditic penicillin,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@lukasyep,@lukasyep,<[2020-09-26T15:52:46.968Z]>,User,,,,,,,Wed Jul 04 21:32:53 CDT 2018,,,,"I know a bit about economics. Also into food.

Not compelled to be polite.",,http://pbs.twimg.com/profile_images/1287089930037067776/tZ6ItEAL_bigger.jpg,1142,1028,Lukas Yep,"New York, NY",,,,0,2,2,0,2,2,0.000678,0,0.041058,12,2,0.625,0.7,0
@mr_kevin_1997,@mr_kevin_1997,<[2020-09-26T15:52:48.924Z]>,User,,,,,,,Wed Jul 17 12:11:45 CDT 2013,,,,Half-Ukrainian and half-Indian Briton. Proud European Citizen. I mainly tweet about @Ukraine. Law graduate and fan of @StarWars + @Marvel,,http://pbs.twimg.com/profile_images/1274421803436445697/aJQtRDTD_bigger.jpg,1265,1057,Kevin 🇺🇦🇮🇳🇬🇧🇪🇺,"London/Manchester, UK ",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@leonardo1989_,@leonardo1989_,<[2020-09-26T15:52:49.970Z]>,User,,,,,,,Thu Nov 08 09:54:13 CST 2012,,,,Un sistema de vuelos espaciales,,http://pbs.twimg.com/profile_images/1254157438296694785/tZNlRjos_bigger.jpg,288,1106,Leonardo,"Córdoba, Argentina",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@tevfik_onen,@tevfik_onen,<[2020-09-26T15:52:50.279Z]>,User,,,,,,,Wed Jan 24 11:19:13 CST 2018,,,,,,http://pbs.twimg.com/profile_images/968062166317363200/Y8Rnx9t2_bigger.jpg,8,2,Tevfik Önen,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@sweetbernard2,@sweetbernard2,,User,,,,,,,Mon Aug 27 01:27:52 CDT 2012,,,,"I love God, friends, & family. Reader. Writer. Gamer. Artist. I'd love to be a voice actor, but then there's reality lol 😅",,http://pbs.twimg.com/profile_images/1256839690189066240/nA487SuQ_bigger.jpg,81,72,Mandy,PNW,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@atheresh,@atheresh,<[2020-09-26T15:52:51.217Z]>,User,,,,,,,Sun Dec 16 11:55:30 CST 2012,,,,Un licuado de cloro por favor // twitch affiliate: http://twitch.tv/atheresh,,http://pbs.twimg.com/profile_images/1292899846953865222/XROwy1V9_bigger.jpg,172,143,Atheresh,"Calafell, España",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@mikko_1234,@mikko_1234,<[2020-09-26T15:52:52.782Z]>,User,,,,,,,Mon Feb 10 09:56:57 CST 2020,,,,live and let live and literally love everybody. I ain’t kiddin’.,,http://pbs.twimg.com/profile_images/1283369518509809666/jteww56u_bigger.jpg,365,80,mikko leach,"Oklahoma, USA",,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@amiel_69,@amiel_69,<[2020-09-26T15:52:54.020Z]>,User,,,,,,,Sat Oct 02 14:28:07 CDT 2010,,,,"#FreeTayK",,http://pbs.twimg.com/profile_images/1052401117861212161/sSq5dzJW_bigger.jpg,422,522,A MEAL🦑,In the Stu going crazy,,,,0,3,3,0,3,3,0.000678,0,0.047677,14,2,0.625,0.7,0
@thomaskeelan2,@thomaskeelan2,<[2020-09-26T15:52:54.855Z]>,User,,,,,,,Tue Feb 04 12:11:18 CST 2020,,,,Tall... someone to look up to! A lightning rod of entertainment!,,http://pbs.twimg.com/profile_images/1224757740305711104/Mq-JVIWT_bigger.jpg,44,17,thomas keelan,,,,,0,1,1,0,1,1,0.000678,0,0.040849,14,2,0.571429,0.625,0
@heyyomamainhere,@heyyomamainhere,<[2020-09-26T15:53:00.993Z]>,User,,,,,,,Wed Jun 17 20:24:01 CDT 2020,,,,,,http://pbs.twimg.com/profile_images/1308934568859361280/OZrwY8ET_bigger.jpg,63,4,kakashi hatake,,,,,0,2,2,0,2,2,0.000678,0,0.081698,14,2,0.571429,0.625,0
@lidsrevenge,@lidsrevenge,,User,,,,,,,Sat Aug 22 18:46:38 CDT 2020,,,,he/him/Clatt nigga she will suck regardless,,http://pbs.twimg.com/profile_images/1309016870431985668/vcXurVpj_bigger.jpg,187,638,𝓛𝓲𝓭 ♿,,,,,0,1,1,0,1,1,0.000678,0,0.003414,14,3,0.416667,0.5,0
